,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
798,6.7,0.28,0.28,2.4,0.012,36.0,99.7,1.0016,3.29,0.39,11.6,6.0
799,9.6,0.55,0.67,2.3,0.392,11.9,37.1,0.9998,3.15,0.67,9.7,4.6
800,10.3,0.34,0.52,2.8,0.16,14.9,75.3,1.0044,3.21,0.64,9.4,4.9
801,5.8,0.68,0.02,1.8,0.086,21.3,94.6,0.9947,3.59,0.53,9.9,4.8
802,6.9,0.62,0.08,1.9,0.069,28.4,38.2,1.0032,3.37,0.83,9.8,5.7
803,8.3,0.54,0.24,3.3,0.07400000000000001,15.9,111.3,0.9982,3.3115306491883034,0.61,9.4,4.8
804,8.0,0.2,0.35,1.7,0.054000000000000006,7.2,15.0,0.9946,3.31,0.8,12.2,7.1
805,7.3,0.52,0.18,2.1,0.07,12.1,27.5,1.008,3.5,0.73,9.6,6.4
806,6.1,0.32,0.25,1.8,0.086,4.9,31.8,,3.38,0.44,10.0,5.0
807,10.4,0.26,0.48,1.9,0.065,6.1,10.0,1.0123,3.34,0.87,10.9,5.9
808,9.3,0.78,0.21,2.2,0.08,12.1,47.6,1.0166,3.19,0.51,9.5,5.0
809,7.7,0.42,0.71,1.9,0.47,22.2,66.8,0.9875,3.17,1.29,9.4,5.1
810,7.6,0.55,0.02,1.7,0.085,17.3,30.6,1.0024,3.39,0.51,10.5,6.8
811,9.1,0.41,0.5,2.5,0.055999999999999994,12.0,24.7,,3.39,0.79,13.3,6.5
812,8.2,0.55,0.28,1.7,0.364,16.2,55.3,1.008,3.09,1.29,9.1,5.5
813,7.6,0.7,0.1,2.5,0.084,9.1,25.8,0.9978,3.38,0.5,9.7,5.9
814,7.1,0.42,0.41,5.5,0.069,28.7,129.4,1.0108,3.3841603280264336,0.72,10.5,4.4
815,9.9,0.31,0.39,1.7,0.062,3.0,9.0,0.9968,3.16,0.58,11.6,8.1
816,7.5,0.59,0.08,4.4,0.086,5.9,29.3,0.9901,3.36,0.5,9.0,4.2
817,7.2,0.69,0.13,2.0,0.076,12.0,20.0,0.988,3.32,0.55,10.0,5.4
818,7.8,0.57,0.09,2.3,0.065,33.9,44.6,0.992,3.36,0.74,12.7,7.6
819,6.0,0.49,0.0,2.3,0.068,15.2,33.3,1.0,3.450737533628053,0.58,12.6,5.2
820,11.2,0.35,0.49,3.3,0.07,10.1,36.1,0.9742,3.34,0.91,11.0,5.5
821,8.2,0.54,0.18,1.9,0.081,13.0,35.3,1.0001,3.35,0.6,8.8,6.3
822,12.6,0.6,0.49,4.3,0.1,5.0,14.1,1.0229,3.29,0.75,11.7,5.6
823,8.2,1.33,0.0,1.7,0.081,3.0,12.1,,3.58,0.48,10.9,5.0
824,7.7,0.58,0.21,1.5,0.069,4.0,9.0,1.0011,3.19,0.54,9.8,5.8
825,8.9,0.59,0.5,2.0,0.337,26.7,78.9,1.01,3.03,1.58,9.3,6.1
826,12.4,0.41,0.49,4.6,0.073,19.1,42.6,0.9996,3.03,0.62,9.3,4.2
827,6.6,0.87,0.02,2.4,0.061,14.8,23.0,1.0121,3.46,0.6,11.3,6.1
828,7.8,0.82,0.01,2.6,0.075,47.8,89.2,0.9883,3.34,0.61,10.6,5.4
829,7.8,0.53,0.01,1.6,0.075,3.0,19.2,0.9886,3.15,0.47,9.8,5.2
830,8.0,0.64,0.0,2.0,0.08199999999999999,7.9,16.2,0.9938,3.329688068897836,0.6,9.6,4.9
831,9.0,0.67,0.1,3.0,0.092,12.0,48.0,1.0065,3.31,0.54,9.6,5.4
832,6.2,0.39,0.16,1.4,0.08,10.9,22.9,0.9893,3.31,0.56,9.2,3.8
833,9.4,0.24,0.33,2.3,0.061,52.2,72.0,1.0028,3.4,0.88,10.1,5.5
834,12.6,0.62,0.66,5.8,0.083,7.0,42.0,1.0102,3.13,0.73,10.1,7.0
835,9.1,0.36,0.34,1.6,0.061,5.0,12.0,1.0058,3.17,0.68,10.6,6.1
836,7.5,0.53,0.06,2.6,0.086,19.9,43.8,0.9964,3.36,0.59,10.8,6.6
837,7.3,0.74,0.24,1.9,0.107,17.9,101.5,1.0169,3.3,0.59,9.1,5.7
838,11.3,0.6,0.67,5.2,0.087,5.9,19.0,0.9964,3.22,0.69,13.5,8.5
839,10.8,0.32,0.52,1.8,0.132,16.9,43.5,0.9704,3.24,0.78,11.5,6.2
840,6.7,0.63,0.0,4.3,0.094,51.8,78.0,1.0006,3.19,0.45,9.4,5.0
841,9.7,0.65,0.38,3.2,0.08199999999999999,21.0,58.9,,3.36,0.7,11.6,6.6
842,10.7,0.35,0.59,2.2,0.156,6.0,18.0,1.0124,3.03,1.06,9.4,4.6
843,6.9,0.82,0.05,2.0,0.07,6.0,13.9,1.0017,3.46,0.66,10.7,6.4
844,10.7,0.5,0.47,2.4,0.073,5.0,27.4,0.9972,3.06,0.65,9.5,4.8
845,10.3,0.54,0.38,15.5,0.217,56.5,92.2,1.0015,3.21,0.75,8.9,5.1
846,8.9,0.39,0.4,2.2,0.069,11.9,27.9,1.0039,3.27,0.75,12.7,7.5
847,6.3,0.68,0.08,2.1,0.044000000000000004,19.1,48.9,0.9841,3.51,0.48,11.2,5.1
848,9.9,0.54,0.45,2.3,0.07,16.0,39.5,0.9801,3.37,0.62,9.5,4.7
849,8.0,0.78,0.23,2.6,0.057999999999999996,5.0,15.1,0.9811,3.31,0.56,11.3,5.3
850,8.5,0.73,0.24,6.6,0.11599999999999999,30.9,133.6,,3.32,1.06,9.4,4.9
851,8.1,0.83,0.27,2.0,0.08,10.9,62.0,1.0063,3.33,0.48,9.8,3.9
852,8.7,0.41,0.64,2.2,0.094,8.9,42.8,0.9911,3.52,0.66,10.4,5.1
853,6.6,0.67,0.02,1.9,0.061,26.2,41.2,1.0041,3.39,0.81,10.9,6.4
854,9.0,0.6,0.49,2.0,0.273,22.9,111.6,0.9881,3.2691633365327273,1.0,9.4,4.3
855,6.5,0.91,0.0,1.6,0.052000000000000005,9.0,17.0,,3.48,0.63,10.9,6.5
856,8.7,0.24,0.38,1.6,0.07400000000000001,3.0,10.2,0.9843,3.13,0.6,9.4,5.6
857,6.4,0.57,0.12,2.3,0.11800000000000001,24.7,36.0,0.9906,3.54,0.71,11.2,7.7
858,7.6,0.5,0.02,1.7,0.084,13.0,30.6,0.985,3.37,0.53,10.3,5.3
859,7.7,0.76,0.04,2.3,0.092,14.9,54.2,0.9978,3.21,0.63,9.9,5.2
860,9.7,0.6,0.5,2.3,0.078,28.1,71.4,0.9882,3.53,0.58,9.7,4.7
861,8.5,0.56,0.04,2.0,0.08199999999999999,10.1,21.6,1.0001,3.24,0.44,9.7,5.5
862,7.7,0.49,0.32,1.9,0.075,26.6,85.4,1.0098,3.42,0.58,8.9,5.7
863,7.4,0.58,0.0,2.0,0.065,7.0,11.1,0.9794,3.366002908316901,0.58,11.4,5.5
864,11.5,0.43,0.64,2.1,0.057999999999999996,5.0,15.1,0.9988,3.17,0.67,10.1,6.5
865,9.9,0.49,0.2,11.0,0.07,12.9,50.1,1.0039,3.18,0.69,9.2,6.3
866,8.3,0.62,0.22,2.6,0.08800000000000001,6.0,19.2,1.0111,3.3,0.61,9.3,5.2
867,10.4,0.61,0.49,2.1,0.20199999999999999,5.1,16.0,1.0031,3.14,0.63,8.4,2.9
868,11.5,0.53,0.66,3.6,0.122,6.0,14.2,0.9833,3.06,0.74,11.3,6.0
869,11.6,0.47,0.44,1.6,0.147,35.4,51.0,1.0027,3.41,0.86,9.9,4.5
870,9.9,0.56,0.24,2.2,0.079,19.0,57.4,1.0101,3.2,0.56,10.1,6.3
871,7.6,0.62,0.04,3.9,0.086,25.4,45.4,0.993,3.28,0.54,9.4,5.4
872,8.8,0.44,0.49,2.8,0.083,18.0,111.9,0.9965,3.29,0.59,9.5,5.1
873,6.7,0.76,0.02,1.8,0.079,6.1,12.0,1.0075,3.52,0.64,9.7,2.9
874,6.1,0.56,0.09,1.7,0.054000000000000006,24.1,31.7,1.0014,3.52,0.6,11.3,5.2
875,6.1,0.49,0.0,1.4,0.055999999999999994,15.0,25.9,1.0082,3.31,0.45,9.5,4.9
876,6.7,0.86,0.02,1.9,0.064,29.1,38.2,1.0149,3.35,0.56,10.7,6.1
877,8.1,0.39,0.3,1.9,0.07400000000000001,32.4,85.6,0.9799,3.39,0.61,9.0,5.7
878,7.4,0.31,0.41,2.4,0.066,33.9,59.8,0.9833,3.366002908316901,0.85,11.5,6.0
879,7.3,0.49,0.27,2.1,0.071,14.1,25.1,0.993,3.38,0.63,12.1,5.4
880,7.6,0.77,0.41,1.9,0.091,7.9,84.8,0.9939,3.23,0.59,9.6,3.9
881,12.6,0.45,0.63,2.0,0.07,6.1,15.2,1.0011,3.01,0.88,10.1,5.1
882,15.4,0.65,0.49,4.3,0.094,10.0,23.2,1.012,2.9,0.76,11.2,5.2
883,8.4,0.62,0.09,2.2,0.084,11.1,109.0,1.0032,3.17,0.65,9.9,5.1
884,7.5,1.15,0.1,3.1,0.086,5.0,12.1,1.0047,3.54,0.6,11.4,4.1
885,9.0,0.84,0.34,1.4,0.05,4.0,10.0,1.0115,3.21,0.48,9.0,5.4
886,10.4,0.45,0.42,1.5,0.14400000000000002,33.7,48.3,0.985,3.35,0.86,10.0,2.5
887,6.8,0.36,0.21,2.3,0.085,19.9,63.9,0.9899,3.39,0.54,10.1,6.4
888,7.4,0.65,0.18,7.1,0.08800000000000001,26.8,95.0,0.9934,3.4,0.78,9.3,5.0
889,8.2,1.03,0.09,2.3,0.065,7.0,36.4,1.0032,3.3175831224248142,0.54,9.1,3.8
890,7.0,0.56,0.03,1.5,0.086,35.8,45.9,0.9826,3.51,0.56,10.7,4.7
891,7.7,0.42,0.25,3.9,0.10400000000000001,28.3,89.4,1.0033,3.12,0.57,8.9,4.8
892,7.5,0.49,0.19,2.9,0.077,15.8,36.6,0.9855,3.35,0.51,10.4,5.2
893,10.8,0.89,0.34,6.7,0.111,22.5,98.2,0.9965,3.1602188182755317,0.69,9.3,5.5
894,10.7,0.28,0.5,1.7,0.08,10.1,23.9,1.0165,3.166271291512043,0.89,9.3,5.5
895,7.7,0.58,0.23,2.3,0.076,23.0,94.6,1.0093,3.21,0.58,9.4,6.1
896,9.8,0.6,0.07,3.4,0.102,32.2,70.0,1.0061,3.28,0.71,9.8,5.7
897,8.5,0.29,0.55,1.8,0.092,34.8,103.2,0.9888,3.25,0.75,10.6,6.9
898,9.4,0.63,0.28,3.2,0.086,17.9,72.9,0.9982,3.25,0.53,9.6,4.8
899,8.2,0.9,0.2,1.4,0.085,7.0,31.4,,3.1,0.46,9.9,5.3
900,12.4,0.39,0.64,2.3,0.091,6.0,17.7,0.9864,3.0633792464913583,0.49,9.5,4.1
901,11.9,0.57,0.5,2.6,0.08199999999999999,6.0,31.7,1.0043,3.1,0.79,10.8,5.6
902,6.5,0.5,0.01,1.5,0.06,16.8,25.6,0.9836,3.420475167445499,0.58,9.8,6.2
903,8.7,0.53,0.09,2.6,0.092,20.1,49.1,0.9901,3.32,0.85,10.5,7.8
904,11.4,0.42,0.48,2.6,0.078,8.1,19.7,0.9922,3.1,0.53,10.9,5.1
905,8.1,0.28,0.4,2.4,0.053,4.0,10.0,0.9869,3.29,0.71,12.7,7.8
906,6.0,0.5,0.0,1.4,0.057999999999999996,15.1,26.2,0.9988,3.35,0.45,9.5,4.9
907,6.3,0.65,0.21,1.8,0.08,13.9,30.9,1.0001,3.56,0.67,9.7,4.8
908,7.2,0.85,0.0,2.0,0.16399999999999998,4.1,11.0,0.9953,3.41,0.51,10.1,4.5
909,8.8,0.25,0.54,2.5,0.084,25.1,56.2,,3.45,0.54,9.2,5.0
910,6.9,0.53,0.09,2.0,0.08,10.0,15.9,1.0018,3.3962652744994553,0.59,11.5,6.4
911,6.9,0.7,0.07,2.5,0.091,15.2,21.2,0.9822,3.38,0.6,11.4,7.0
912,7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.9881,3.3902128012629444,0.6,9.7,5.3
913,9.7,0.44,0.47,2.5,0.062,9.1,28.1,0.9923,3.26,0.66,10.8,5.4
914,9.9,0.74,0.28,2.6,0.078,21.1,76.8,1.0029,3.22,0.51,9.7,4.7
915,6.4,0.36,0.21,2.2,0.046,26.1,47.7,0.9913,3.49,0.78,9.7,7.4
916,7.7,0.58,0.18,2.3,0.076,16.9,53.9,1.0012,3.42,0.59,10.0,4.5
917,6.8,0.57,0.02,2.0,0.07200000000000001,17.1,26.0,0.9981,3.39,0.61,10.2,4.9
918,8.3,0.75,0.09,2.0,0.066,5.0,10.0,0.9934,3.29,0.56,11.6,5.4
919,11.3,0.36,0.66,2.4,0.12300000000000001,2.9,8.0,,3.18,0.53,11.9,5.4
920,6.5,0.62,0.21,1.6,0.081,12.0,32.1,1.0012,3.57,0.67,9.8,6.5
921,8.1,0.3,0.67,8.3,0.05,37.3,276.6,1.0142,3.0,0.51,12.2,6.8
922,6.3,0.31,0.09,1.4,0.065,15.0,27.5,1.0062,3.4325801139185206,0.71,9.8,7.8
923,6.9,0.68,0.0,1.9,0.1,9.1,22.2,0.9971,3.33,0.6,9.7,5.6
924,6.4,0.65,0.21,1.8,0.08,14.2,31.3,0.9931,3.6,0.67,9.9,4.9
925,6.1,0.59,0.08,1.8,0.071,13.8,45.0,0.9743,3.36,0.54,10.7,4.6
926,7.4,0.59,0.26,2.1,0.083,17.2,91.6,1.0059,3.33,0.55,9.7,5.7
927,8.1,0.77,0.1,3.3,0.091,4.0,12.8,1.0066,3.41,0.49,9.5,4.5
928,9.7,0.87,0.28,2.4,0.087,29.7,145.8,0.9884,3.25,0.53,9.4,6.4
929,7.4,0.68,0.02,2.2,0.07200000000000001,30.9,91.2,0.9942,3.26,0.67,11.0,5.5
930,8.6,0.46,0.46,2.6,0.065,7.0,17.8,0.9911,3.28,0.8,14.0,6.1
931,9.6,0.86,0.26,1.9,0.079,13.0,27.9,0.9887,3.22,0.63,9.9,4.8
932,10.7,0.44,0.74,6.7,0.07400000000000001,37.4,74.8,1.0111,3.17,0.86,11.8,6.8
933,11.3,0.34,0.44,2.0,0.081,6.0,15.1,1.0038,3.1299564520929777,0.65,9.3,5.4
934,7.9,0.75,0.57,2.0,0.12,30.6,135.9,1.0021,3.24,0.66,9.4,5.5
935,8.7,0.8,0.11,2.3,0.085,11.9,30.2,0.9858,3.48,0.48,10.2,5.1
936,7.4,0.64,0.07,1.8,0.10099999999999999,7.9,22.9,1.0048,3.28,0.59,9.7,5.1
937,10.0,0.66,0.37,5.1,0.11,11.0,64.1,1.0113,3.37,0.64,10.3,6.0
938,7.2,0.38,0.21,2.0,0.08199999999999999,7.0,35.7,,3.34,0.46,9.5,4.6
939,9.1,0.44,0.49,2.4,0.085,22.9,115.4,0.9995,3.2631108632962165,0.63,9.7,4.4
940,7.7,0.64,0.0,1.9,0.07200000000000001,27.4,54.7,1.001,3.31,0.64,10.9,4.6
941,7.2,0.64,0.0,1.9,0.09699999999999999,15.0,38.5,0.9885,3.36,0.57,9.1,6.2
942,8.1,0.72,0.0,2.5,0.081,12.0,23.8,0.9856,3.37,0.46,9.7,4.3
943,7.3,0.42,0.37,2.0,0.081,13.0,44.4,0.9939,3.51,0.64,9.2,4.8
944,6.7,0.63,0.07,2.1,0.091,11.2,44.2,0.9951,3.5,0.55,10.4,6.4
945,7.1,0.62,0.1,1.4,0.071,26.9,63.4,1.018,3.22,0.61,9.1,4.9
946,8.2,0.34,0.37,2.5,0.081,12.0,56.9,,3.35,0.47,9.1,5.5
947,7.9,0.61,0.06,1.6,0.069,15.1,58.5,1.0054,3.26,0.46,9.5,5.1
948,7.4,0.6,0.01,2.0,0.07400000000000001,13.2,37.6,0.9993,3.45,0.64,9.9,5.2
949,7.4,0.55,0.01,1.8,0.091,9.0,14.9,0.9865,3.38,0.59,11.0,5.7
950,6.0,0.65,0.05,1.9,0.066,8.9,17.0,,3.52,0.78,10.5,5.0
951,6.8,0.68,0.15,1.8,0.11800000000000001,13.0,20.3,1.0087,3.45,0.68,11.3,5.9
952,8.8,0.3,0.38,2.3,0.061,18.9,71.5,0.9932,3.33,0.72,11.9,5.8
953,6.9,0.39,0.24,2.1,0.10300000000000001,4.1,7.1,0.9924,3.41,0.58,11.4,4.0
954,12.3,0.5,0.5,2.2,0.09,4.9,13.7,1.0214,3.23,0.44,9.6,5.7
955,6.6,0.42,0.27,8.6,0.068,24.1,148.7,0.9906,3.15,0.57,11.4,5.9
956,10.0,0.27,0.49,4.9,0.083,9.0,17.2,,3.2086386041676187,0.52,12.5,6.5
957,12.7,0.61,0.66,5.8,0.083,7.0,42.3,1.0162,3.04,0.73,10.1,6.3
958,10.1,0.4,0.52,6.8,0.09699999999999999,6.1,19.0,1.0018,3.202586130931108,0.83,11.6,6.0
959,6.8,0.41,0.31,8.8,0.085,26.2,45.6,1.0021,3.36,0.64,10.0,5.8
960,8.2,0.88,0.0,2.2,0.084,10.3,30.9,0.9884,3.29,0.5,10.0,4.8
961,8.5,0.62,0.12,1.8,0.073,38.4,46.1,0.9893,3.39,0.88,11.7,5.9
962,15.9,0.37,0.65,7.4,0.09699999999999999,22.1,71.6,1.0004,3.03,0.83,15.0,5.0
963,8.7,0.51,0.37,1.5,0.09699999999999999,5.0,18.3,1.0022,3.21,0.51,9.5,4.5
964,8.1,0.29,0.49,2.2,0.09699999999999999,20.9,59.1,0.9963,3.34,0.68,10.0,6.4
965,10.4,0.41,0.42,2.4,0.213,6.0,14.2,0.993,3.21,0.62,9.6,6.3
966,7.3,0.37,0.43,2.5,0.083,18.2,82.3,0.9886,3.34,0.68,9.9,6.7
967,7.2,0.62,0.06,1.3,0.07,5.0,12.0,1.0268,3.19,0.48,9.7,5.2
968,7.9,0.59,0.23,2.3,0.076,22.8,95.1,1.0011,3.23,0.58,9.7,6.4
969,7.1,0.45,0.34,2.7,0.081,15.8,71.4,0.996,3.54,0.59,9.5,5.0
970,12.2,0.45,0.49,1.4,0.075,3.0,6.0,1.0006,3.07548419296438,0.64,10.4,4.6
971,12.0,0.58,0.66,2.5,0.07200000000000001,6.0,36.9,1.0072,3.07,0.56,10.0,4.9
972,7.4,0.6,0.26,7.2,0.07,35.7,121.7,0.988,3.34,0.48,9.4,4.0
973,12.0,0.7,0.54,3.4,0.127,7.0,21.0,1.0017,3.15,0.84,12.3,7.5
974,6.9,0.56,0.17,1.7,0.066,15.0,23.8,0.9967,3.46,0.66,10.5,6.4
975,8.4,0.31,0.4,2.4,0.079,17.3,43.4,1.0024,3.32,0.76,12.5,7.1
976,8.8,0.37,0.48,2.1,0.096,38.3,143.5,0.9834,3.281268283005749,1.04,9.3,5.9
977,10.6,0.4,0.36,1.9,0.08,16.9,28.8,1.0,3.15,0.65,11.3,6.1
978,10.7,0.44,0.69,4.1,0.113,6.0,24.0,0.9984,3.04,0.65,13.3,6.4
979,8.7,0.49,0.28,1.9,0.10800000000000001,20.0,136.1,1.0051,2.93,1.95,10.0,5.8
980,8.5,0.66,0.2,2.1,0.098,23.1,113.1,0.9918,3.1,0.48,9.1,4.4
981,7.2,0.39,0.44,2.6,0.066,22.2,47.0,1.0143,3.28,0.85,11.5,5.9
982,7.7,0.59,0.13,2.1,0.10400000000000001,16.8,35.3,0.9879,3.23,0.53,11.2,5.4
983,7.1,0.59,0.01,2.5,0.078,20.2,83.5,1.0018,3.3841603280264336,0.6,9.9,4.6
984,7.0,0.77,0.08,2.0,0.091,10.0,19.1,0.9877,3.39,0.47,9.9,4.2
985,8.0,0.57,0.23,3.2,0.073,17.1,117.2,0.9842,3.3,0.57,9.3,5.5
986,6.3,0.56,0.02,1.8,0.067,4.0,11.3,1.0092,3.46,0.68,9.5,4.6
987,9.0,0.4,0.32,5.6,0.087,10.0,47.0,0.9975,3.36,0.78,10.5,8.6
988,6.9,0.54,0.0,2.1,0.079,38.8,54.2,0.9911,3.39,0.83,11.6,6.3
989,7.9,0.34,0.42,1.9,0.085,8.1,18.7,0.9986,3.43,0.61,11.6,6.4
990,9.2,0.39,0.4,1.3,0.044000000000000004,25.1,49.1,0.9996,3.21,0.83,11.0,6.7
991,7.2,0.58,0.01,2.3,0.08,26.9,42.9,0.9831,3.41,0.58,10.7,6.1
992,10.6,0.4,0.47,2.1,0.125,15.3,49.9,0.9927,3.08,0.8,9.6,7.1
993,11.2,0.37,0.41,2.3,0.087,6.0,16.0,1.0066,3.07,0.8,9.2,4.7
994,9.4,0.39,0.46,4.6,0.094,3.0,9.9,0.9868,3.22,0.64,12.2,7.1
995,12.1,0.44,0.55,2.0,0.073,25.5,48.0,0.995,3.08,0.74,10.3,5.9
996,7.5,0.43,0.32,2.7,0.068,7.1,25.2,0.9959,3.24,0.44,10.5,5.6
997,6.7,0.47,0.24,1.7,0.077,18.1,33.9,1.0056,3.37,0.6,10.8,6.2
998,10.0,0.73,0.43,2.3,0.057999999999999996,15.0,30.9,0.9885,3.15,0.58,11.0,6.0
999,6.6,0.84,0.02,2.4,0.061,14.9,22.8,1.0096,3.55,0.6,10.9,6.0
1000,8.4,0.37,0.2,2.8,0.09,17.9,57.4,1.0085,3.3054781759517926,0.7,9.7,6.7
1001,7.1,0.75,0.12,1.8,0.115,14.8,63.6,0.9947,3.2,0.59,9.5,6.1
1002,8.4,0.63,0.1,2.1,0.073,25.2,60.9,0.9914,3.32,0.75,11.2,5.4
1003,9.1,0.66,0.15,3.2,0.096,8.9,59.2,0.9961,3.23,0.54,9.5,5.6
1004,7.4,0.45,0.36,5.9,0.07400000000000001,12.1,86.2,0.9904,3.31,0.84,10.6,5.3
1005,7.8,0.57,0.1,1.8,0.10099999999999999,27.8,110.7,0.997,3.12,0.5,9.8,5.7
1006,9.2,0.63,0.21,2.7,0.096,28.8,64.5,1.0092,3.33,0.57,9.4,4.8
1007,8.0,0.66,0.22,2.2,0.069,9.0,23.2,0.9932,3.27,1.2,10.2,4.8
1008,6.5,0.58,0.0,2.2,0.099,49.1,63.7,0.9851,3.420475167445499,0.68,11.2,6.1
1009,9.4,0.5,0.34,3.6,0.08,4.9,13.9,0.9791,3.3,0.52,10.6,6.1
1010,8.8,0.66,0.26,1.7,0.073,3.9,23.1,,3.15,0.75,9.2,4.4
1011,6.7,0.52,0.08,2.4,0.07,13.2,26.2,0.9890000000000001,3.408370220972477,0.72,12.5,7.0
1012,8.5,0.6,0.1,2.2,0.084,13.9,111.0,0.9994,3.13,0.67,9.8,5.2
1013,8.3,0.69,0.12,2.6,0.092,12.0,28.0,0.9937,3.3115306491883034,0.72,10.1,5.0
1014,7.3,0.83,0.03,2.1,0.091,10.2,19.2,,3.38,0.47,9.4,4.9
1015,10.6,0.35,0.53,2.6,0.07,5.0,16.0,0.9998,3.11,0.65,11.0,8.9
1016,7.2,0.59,0.01,2.3,0.08,26.5,43.5,1.0002,3.45,0.59,10.8,6.0
1017,7.9,0.37,0.23,1.8,0.078,23.4,49.0,0.9956,3.3,0.66,9.5,4.0
1018,7.3,0.63,0.0,1.9,0.09699999999999999,14.0,38.4,0.9998,3.35,0.59,9.1,5.6
1019,7.5,0.29,0.49,2.7,0.09300000000000001,25.3,59.8,,3.32,0.61,10.0,5.1
1020,5.2,0.34,0.0,1.8,0.05,26.9,62.6,0.9899,3.66,0.78,14.1,7.0
1021,10.4,0.29,0.64,2.3,0.075,5.9,17.2,0.9968,3.25,0.64,11.7,6.7
1022,7.7,0.27,0.67,3.5,0.363,4.9,10.2,0.9775,3.25,1.1,10.0,7.3
1023,8.9,0.88,0.13,3.4,0.08900000000000001,4.0,13.8,1.0195,3.44,0.52,11.7,5.0
1024,10.0,0.49,0.58,3.5,0.09300000000000001,9.0,43.1,,3.28,0.58,9.0,5.5
1025,7.0,0.53,0.07,1.7,0.071,15.1,24.1,0.9859,3.27,0.66,10.7,6.4
1026,8.2,0.44,0.36,2.3,0.073,10.0,48.2,0.9694,3.37,0.46,9.3,4.4
1027,9.1,0.68,0.0,2.4,0.08800000000000001,19.2,38.1,0.99,3.33,0.61,9.2,5.9
1028,9.2,0.58,0.2,3.0,0.083,14.8,113.3,0.9945,3.18,0.59,9.4,3.6
1029,5.6,0.92,0.0,2.1,0.040999999999999995,16.7,78.3,0.9896,3.4749474265740963,0.74,11.5,5.8
1030,7.7,0.53,0.33,2.4,0.08,23.7,143.1,0.995,3.34,0.6,9.4,5.1
1031,9.1,0.81,0.0,2.6,0.09699999999999999,11.2,25.8,1.015,3.34,0.83,9.5,5.4
1032,8.2,0.28,0.61,3.0,0.105,10.0,21.8,0.9935,3.38,0.68,10.5,5.3
1033,6.8,0.48,0.08,2.1,0.064,17.9,34.5,0.982,3.32,0.63,9.8,4.9
1034,7.5,0.4,0.18,1.6,0.078,23.9,58.2,1.0018,3.3599504350803904,0.57,9.2,6.0
1035,9.1,0.21,0.37,1.6,0.068,6.1,9.9,1.002,3.25,0.58,11.3,6.7
1036,6.8,1.05,0.08,2.3,0.067,18.9,31.8,1.0002,3.58,0.56,11.1,3.9
1037,9.7,0.97,0.32,2.3,0.078,34.8,150.8,1.0129,3.27,0.48,9.4,4.8
1038,12.0,0.63,0.51,1.4,0.071,5.9,26.0,,3.0875891394374015,0.6,10.5,3.8
1039,7.1,0.69,0.07,2.5,0.091,15.0,20.9,0.9789,3.37,0.6,11.4,7.0
1040,9.7,0.57,0.25,2.0,0.105,12.0,89.6,0.9968,3.06,0.89,10.1,4.5
1041,11.3,0.28,0.56,1.9,0.077,17.2,60.2,0.9843,3.14,0.57,9.8,5.3
1042,7.6,0.49,0.26,1.9,0.063,8.9,31.0,0.9808,3.37,0.65,9.7,5.0
1043,7.1,0.57,0.06,1.6,0.078,9.0,27.2,0.972,3.37,0.68,9.7,5.9
1044,6.6,0.46,0.24,1.7,0.077,18.0,33.8,0.9975,3.44,0.58,10.5,5.5
1045,7.4,0.69,0.0,2.5,0.075,3.0,13.2,,3.53,0.51,9.2,5.2
1046,6.0,0.56,0.0,2.2,0.079,6.1,9.0,0.9891,3.59,0.56,11.5,6.5
1047,9.2,0.59,0.24,3.3,0.1,20.3,46.9,0.9939,3.3,0.68,9.6,4.9
1048,6.8,0.77,0.0,1.8,0.067,33.7,52.0,1.0008,3.63,0.68,9.9,5.0
1049,6.4,0.38,0.14,2.2,0.038,14.9,25.2,0.9785,3.47,0.65,11.2,6.2
1050,7.0,0.98,0.04,2.0,0.087,11.9,67.0,0.9845,3.35,0.6,9.2,4.0
1051,9.1,0.3,0.34,2.0,0.063,12.1,25.0,1.0082,3.25,0.84,11.8,6.8
1052,7.2,0.61,0.04,2.5,0.076,18.4,88.1,,3.59,0.55,9.5,4.3
1053,7.3,0.62,0.0,1.9,0.095,14.1,38.8,,3.35,0.58,9.1,7.3
1054,8.3,0.28,0.47,2.1,0.092,6.0,12.0,0.9923,3.22,0.61,12.4,6.9
1055,7.6,0.65,0.04,1.6,0.038,4.0,9.0,1.0003,3.3538979618438796,0.48,9.7,4.5
1056,11.4,0.37,0.5,1.8,0.09,19.8,48.0,1.0009,3.12,0.57,10.5,4.4
1057,8.6,0.49,0.51,2.0,0.42100000000000004,15.9,63.4,0.9884,3.01,1.16,9.0,5.5
1058,7.9,0.52,0.25,1.9,0.081,13.9,37.6,0.9929,3.3357405421343467,0.66,8.9,6.1
1059,8.0,0.47,0.34,2.2,0.07400000000000001,16.0,24.8,0.9957,3.29,0.66,12.4,6.4
1060,8.4,0.56,0.04,2.0,0.083,10.0,22.2,0.9929,3.25,0.44,9.6,5.0
1061,8.3,0.6,0.29,2.6,0.11,30.5,119.5,1.0051,3.12,0.51,9.2,5.0
1062,8.7,0.45,0.31,2.6,0.085,20.5,50.3,0.9869,3.37,0.92,9.7,5.2
